class,structure,Pv
multidomains,m2n3_15_30_45-68-multidom_wormcoiled_.pdb,0.03
multidomains,m2n2_15_30_45-4-multidom.pdb,0.03
multidomains,m2n4_15_30_32-43-multidom.pdb,0.0
multidomains,m2n2_15_30_40-88-multidom.pdb,0.0
multidomains,m5n2_15_30_50-49-multidom.pdb,0.0
multidomains,m5n2_15_30_50-140-multidom.pdb,0.0
multidomains,m7n2_15_30_50-148-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-104-multidom_wormcoiled_.pdb,0.0
micelles,m3n3_15_30_50-17-micelle.pdb,0.0
multidomains,m2n2_15_30_50-54-multidom.pdb,0.07848422
multidomains,m2n2_15_30_50-140-multidom.pdb,0.06294872
multidomains,m2n3_15_30_45-96-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n2_15_30_40-132-multidom.pdb,0.0
multidomains,m5n2_15_30_50-13-multidom.pdb,0.0
multidomains,m2n4_15_30_32-79-multidom.pdb,0.0
multidomains,m2n2_15_30_50-51-multidom.pdb,0.12848422
multidomains,m2n2_15_30_50-70-multidom.pdb,0.08183761
multidomains,m5n2_15_30_50-42-multidom.pdb,0.0
cylinders,m2n5_15_30_40-9-cylinder_short.pdb,0.04
multidomains,m2n2_15_30_40-126-multidom.pdb,0.0
multidomains,m2n4_15_30_32-141-multidom.pdb,0.0
multidomains,m2n2_15_30_50-33-multidom.pdb,0.06294872
multidomains,m2n3_15_30_45-54-multidom_wormcoiled_.pdb,0.01
onions,m1n3_15_30_50-17-oni.pdb,0.05166667
multidomains,m2n3_15_30_40-9-wormdom.pdb,0.01350427
micelles,m3n3_15_30_50-7-neckl.pdb,0.0
multidomains,m2n2_15_30_50-14-multidom.pdb,0.05461538
multidomains,m2n2_15_30_50-115-multidom.pdb,0.03
multidomains,m2n3_15_30_45-10-multidom.pdb,0.05
multidomains,m2n5_15_30_32-79-multidom.pdb,0.07350427
multidomains,m2n3_15_30_35-6-multidom.pdb,0.0
micelles,m2n3_15_30_45-1-connected-micelles.pdb,0.0
multidomains,m5n2_15_30_50-68-multidom.pdb,0.0
multidomains,m5n2_15_30_50-91-multidom.pdb,0.0
multidomains,m2n2_15_30_40-148-multidom.pdb,0.0
multidomains,m5n2_15_30_50-55-multidom.pdb,0.0
multidomains,m2n2_15_30_50-125-multidom.pdb,0.05461538
multidomains,m7n2_15_30_50-51-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_50-136-multidom.pdb,0.06294872
onions,m1n3_15_30_50-70-oni.pdb,0.19
multidomains,m7n2_15_30_50-8-multidom_far_.pdb,0.0
micelles,m2n5_15_30_40-3-micelle.pdb,0.0
multidomains,m2n2_15_30_40-60-multidom.pdb,0.03
multidomains,m2n2_15_30_50-63-multidom.pdb,0.04547253
multidomains,m5n2_15_30_50-113-multidom.pdb,0.0
multidomains,m2n4_15_30_32-86-multidom.pdb,0.0
micelles,m2n3_15_30_45-22-connected-micelles.pdb,0.0
multidomains,m2n5_15_30_32-49-multidom.pdb,0.07350427
multidomains,m5n2_15_30_50-98-multidom.pdb,0.0
multidomains,m5n2_15_30_50-14-multidom.pdb,0.0
micelles,m2n2_15_30_100-19-micelle.pdb,0.0
onions,m1n3_15_30_50-37-oni.pdb,0.03
multidomains,m5n2_15_30_50-121-multidom.pdb,0.0
multidomains,m5n2_15_30_50-3-multidom.pdb,0.0
multidomains,m5n2_15_30_50-12-multidom.pdb,0.0
multidomains,m2n5_15_30_32-2-multidom.pdb,0.0
multidomains,m2n5_15_30_35-32-multidom.pdb,0.12015089
multidomains,m2n4_15_30_32-83-multidom.pdb,0.0
multidomains,m2n4_15_30_32-89-multidom.pdb,0.0
onions,m1n3_15_30_50-5-oni.pdb,0.08762708
multidomains,m2n2_15_30_40-86-multidom.pdb,0.0
multidomains,m5n2_15_30_50-102-multidom.pdb,0.0
multidomains,m2n4_15_30_32-129-multidom.pdb,0.0
multidomains,m2n5_15_30_32-128-multidom.pdb,0.03
multidomains,m2n3_15_30_35-28-multidom.pdb,0.0
multidomains,m2n2_15_30_45-3-multidom.pdb,0.05461538
multidomains,m2n5_15_30_32-1-multidom.pdb,0.05
multidomains,m2n2_15_30_40-111-multidom.pdb,0.03
micelles,m2n3_15_30_50-4-micelle.pdb,0.06294872
cylinders,m2n5_15_30_40-5-cylinder.pdb,0.0
micelles,m2n3_15_30_45-8-connected-micelles.pdb,0.0
multidomains,m2n3_15_30_45-22-multidom_wormcoiled_.pdb,0.01
multidomains,m7n2_15_30_50-61-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-23-multidom.pdb,0.0
multidomains,m7n2_15_30_50-78-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_35-54-multidom.pdb,0.22553551
multidomains,m2n5_15_30_35-23-multidom.pdb,0.20553551
multidomains,m2n5_15_30_32-39-multidom.pdb,0.06350427
multidomains,m2n4_15_30_32-33-multidom.pdb,0.0
multidomains,m2n4_15_30_32-111-multidom.pdb,0.0
multidomains,m2n5_15_30_32-141-multidom.pdb,0.0
multidomains,m2n5_15_30_35-72-multidom.pdb,0.29085714
onions,m1n3_15_30_50-16-oni.pdb,0.19928571
micelles,m2n3_15_30_45-12-connected-micelles.pdb,0.0
multidomains,m2n2_15_30_50-107-multidom.pdb,0.06294872
multidomains,m2n3_15_30_40-20-wormdom.pdb,0.05
multidomains,m7n2_15_30_50-9-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-36-multidom.pdb,0.04
multidomains,m2n5_15_30_35-19-multidom.pdb,0.26085714
multidomains,m7n2_15_30_50-106-multidom_far_.pdb,0.0
micelles,m2n3_15_30_45-17-connected-micelles.pdb,0.0
multidomains,m2n2_15_30_50-62-multidom.pdb,0.07269475
multidomains,m5n2_15_30_50-36-multidom.pdb,0.0
multidomains,m2n2_15_30_40-153-multidom.pdb,0.0
multidomains,m2n5_15_30_32-44-multidom.pdb,0.05461538
multidomains,m7n2_15_30_50-48-multidom_far_.pdb,0.0
multidomains,m5n2_15_30_50-19-multidom.pdb,0.0
multidomains,m5n2_15_30_50-104-multidom.pdb,0.0
multidomains,m2n4_15_30_32-4-multidom.pdb,0.0
multidomains,m2n5_15_30_32-15-multidom.pdb,0.05
multidomains,m2n5_15_30_32-138-multidom.pdb,0.0
multidomains,m2n3_15_30_45-58-multidom_wormcoiled_.pdb,0.0
multidomains,m5n2_15_30_50-138-multidom.pdb,0.0
multidomains,m7n2_15_30_50-13-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-72-multidom.pdb,0.0
multidomains,m2n2_15_30_50-45-multidom.pdb,0.07350427
multidomains,m2n2_15_30_40-29-multidom.pdb,0.05
multidomains,m5n2_15_30_50-74-multidom.pdb,0.0
multidomains,m2n2_15_30_50-120-multidom.pdb,0.06294872
multidomains,m5n2_15_30_50-56-multidom.pdb,0.0
multidomains,m2n2_15_30_50-39-multidom.pdb,0.07183761
multidomains,m5n2_15_30_50-115-multidom.pdb,0.0
onions,m1n3_15_30_50-2-oni.pdb,0.36416667
multidomains,m2n2_15_30_40-149-multidom.pdb,0.0
multidomains,m2n4_15_30_32-101-multidom.pdb,0.0
multidomains,m2n5_15_30_32-57-multidom.pdb,0.07350427
multidomains,m5n2_15_30_50-83-multidom.pdb,0.0
multidomains,m5n2_15_30_50-62-multidom.pdb,0.0
multidomains,m2n4_15_30_32-14-multidom.pdb,0.0
multidomains,m2n4_15_30_32-15-multidom.pdb,0.0
multidomains,m5n2_15_30_50-82-multidom.pdb,0.0
multidomains,m2n4_15_30_32-95-multidom.pdb,0.0
multidomains,m2n3_15_30_35-80-multidom.pdb,0.0
onions,m1n3_15_30_50-48-oni.pdb,0.07192308
multidomains,m2n2_15_30_50-95-multidom.pdb,0.08183761
multidomains,m2n2_15_30_40-84-multidom.pdb,0.0
multidomains,m5n2_15_30_50-70-multidom.pdb,0.0
multidomains,m2n4_15_30_32-9-multidom.pdb,0.0
micelles,m5n2_15_30_100-31-neckl.pdb,0.0
onions,m1n3_15_30_50-38-oni.pdb,0.03
micelles,m3n3_15_30_50-5-micelle.pdb,0.03
multidomains,m2n3_15_30_45-14-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n2_15_30_50-1-multidom.pdb,0.20386884
multidomains,m2n2_15_30_50-92-multidom.pdb,0.06294872
micelles,m2n3_15_30_45-4-connected-micelles.pdb,0.0
multidomains,m2n3_15_30_45-105-multidom_wormcoiled_.pdb,0.0
multidomains,m7n2_15_30_50-113-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_50-97-multidom.pdb,0.08183761
multidomains,m7n2_15_30_50-85-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-147-multidom.pdb,0.03
micelles,m2n5_15_30_40-7-micelle.pdb,0.14888889
multidomains,m5n2_15_30_50-105-multidom.pdb,0.0
multidomains,m7n2_15_30_50-31-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-64-multidom.pdb,0.0
multidomains,m7n2_15_30_50-62-multidom_far_.pdb,0.0
multidomains,m7n2_15_30_50-37-multidom_far_.pdb,0.0
multidomains,m5n2_15_30_50-78-multidom.pdb,0.0
multidomains,m2n2_15_30_40-8-multidom.pdb,0.0
multidomains,m2n2_15_30_40-16-multidom.pdb,0.0
multidomains,m2n5_15_30_32-84-multidom.pdb,0.07929375
multidomains,m2n5_15_30_35-76-multidom.pdb,0.29085714
multidomains,m2n2_15_30_40-44-multidom.pdb,0.13762708
multidomains,m2n5_15_30_35-28-multidom.pdb,0.07929375
multidomains,m7n2_15_30_50-97-multidom_far_.pdb,0.0
multidomains,m7n2_15_30_50-5-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-34-multidom.pdb,0.08762708
multidomains,m5n2_15_30_50-17-multidom.pdb,0.0
micelles,m3n3_15_30_50-16-micelle.pdb,0.03
multidomains,m2n2_15_30_50-80-multidom.pdb,0.05
multidomains,m2n4_15_30_32-92-multidom.pdb,0.0
onions,m1n3_15_30_50-27-oni.pdb,0.04
multidomains,m2n3_15_30_45-66-multidom_wormcoiled_.pdb,0.05
multidomains,m7n2_15_30_50-74-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-75-multidom.pdb,0.0
multidomains,m2n2_15_30_50-36-multidom.pdb,0.05461538
multidomains,m2n5_15_30_32-61-multidom.pdb,0.06
multidomains,m2n4_15_30_32-45-multidom.pdb,0.0
multidomains,m5n2_15_30_50-143-multidom.pdb,0.0
multidomains,m2n4_15_30_32-82-multidom.pdb,0.0
multidomains,m2n3_15_30_35-38-multidom.pdb,0.0
multidomains,m2n2_15_30_40-7-multidom.pdb,0.0
multidomains,m2n2_15_30_40-48-multidom.pdb,0.05
multidomains,m2n5_15_30_35-77-multidom.pdb,0.29085714
multidomains,m2n5_15_30_35-73-multidom.pdb,0.29085714
onions,m1n3_15_30_50-3-oni.pdb,0.04833333
multidomains,m7n2_15_30_50-136-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_50-23-multidom.pdb,0.06269475
multidomains,m2n2_15_30_40-93-multidom.pdb,0.0
multidomains,m2n3_15_30_35-43-multidom.pdb,0.06
multidomains,m2n5_15_30_35-9-multidom.pdb,0.20467836
multidomains,m2n3_15_30_45-101-multidom_wormcoiled_.pdb,0.00461538
multidomains,m2n2_15_30_50-4-multidom.pdb,0.05
multidomains,m2n3_15_30_35-47-multidom.pdb,0.0
multidomains,m2n4_15_30_32-140-multidom.pdb,0.0
multidomains,m2n2_15_30_50-137-multidom.pdb,0.07183761
multidomains,m2n5_15_30_32-56-multidom.pdb,0.08183761
multidomains,m7n2_15_30_50-91-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_40-39-multidom.pdb,0.07350427
multidomains,m7n2_15_30_50-119-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_40-24-multidom.pdb,0.03
multidomains,m2n5_15_30_32-14-multidom.pdb,0.03
multidomains,m2n2_15_30_40-95-multidom.pdb,0.0
multidomains,m2n3_15_30_45-82-multidom_wormcoiled_.pdb,0.05
cylinders,m2n3_15_30_50-1-cylinder.pdb,0.0
multidomains,m2n5_15_30_35-3-multidom.pdb,0.22085714
micelles,m5n2_15_30_100-17-micelle.pdb,0.0
multidomains,m5n2_15_30_50-85-multidom.pdb,0.0
multidomains,m5n2_15_30_50-33-multidom.pdb,0.0
cylinders,m2n5_15_30_40-6-cylinder_short.pdb,0.0
multidomains,m2n2_15_30_40-42-multidom.pdb,0.07929375
multidomains,m2n5_15_30_35-39-multidom.pdb,0.29085714
multidomains,m2n4_15_30_32-93-multidom.pdb,0.0
micelles,m3n3_15_30_50-12-micelle.pdb,0.0
multidomains,m2n4_15_30_32-24-multidom.pdb,0.0
multidomains,m2n5_15_30_32-140-multidom.pdb,0.0
multidomains,m2n5_15_30_32-63-multidom.pdb,0.06
micelles,m2n3_15_30_45-20-connected-micelles.pdb,0.0
multidomains,m2n3_15_30_35-31-multidom.pdb,0.03
micelles,m2n3_15_30_50-8-micelle.pdb,0.0
multidomains,m2n5_15_30_35-65-multidom.pdb,0.28085714
multidomains,m2n2_15_30_40-128-multidom.pdb,0.0
multidomains,m2n3_15_30_45-56-multidom_wormcoiled_.pdb,0.0
multidomains,m2n5_15_30_32-71-multidom.pdb,0.0
multidomains,m2n3_15_30_45-123-multidom_wormcoiled_.pdb,0.0
multidomains,m5n2_15_30_50-88-multidom.pdb,0.0
multidomains,m2n2_15_30_40-9-multidom.pdb,0.0
onions,m1n3_15_30_50-35-oni.pdb,0.0
multidomains,m2n3_15_30_35-83-multidom.pdb,0.03
multidomains,m2n2_15_30_40-117-multidom.pdb,0.06
multidomains,m2n4_15_30_32-88-multidom.pdb,0.0
multidomains,m2n3_15_30_35-13-multidom.pdb,0.03
multidomains,m2n4_15_30_32-53-multidom.pdb,0.0
onions,m1n3_15_30_50-71-oni.pdb,0.03192308
cylinders,m2n5_15_30_40-8-cylinder.pdb,0.0
multidomains,m2n2_15_30_50-88-multidom.pdb,0.05833333
multidomains,m2n5_15_30_32-51-multidom.pdb,0.01350427
micelles,m2n3_15_30_45-14-connected-micelles.pdb,0.0
multidomains,m5n2_15_30_50-94-multidom.pdb,0.0
multidomains,m7n2_15_30_50-84-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-95-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n4_15_30_32-41-multidom.pdb,0.0
multidomains,m2n3_15_30_35-42-multidom.pdb,0.05
multidomains,m2n5_15_30_32-113-multidom.pdb,0.0
multidomains,m2n2_15_30_50-31-multidom.pdb,0.04
multidomains,m2n2_15_30_50-127-multidom.pdb,0.08183761
multidomains,m5n2_15_30_50-107-multidom.pdb,0.0
multidomains,m2n3_15_30_45-73-multidom_wormcoiled_.pdb,0.07183761
micelles,m2n3_15_30_50-6-micelle.pdb,0.00461538
multidomains,m2n2_15_30_40-47-multidom.pdb,0.0
multidomains,m2n3_15_30_35-36-multidom.pdb,0.0
multidomains,m2n5_15_30_35-34-multidom.pdb,0.27085714
multidomains,m2n3_15_30_35-71-multidom.pdb,0.05
multidomains,m2n4_15_30_32-67-multidom.pdb,0.0
micelles,m5n2_15_30_100-2-micelle.pdb,0.0
multidomains,m2n2_15_30_40-14-multidom.pdb,0.03
multidomains,m2n4_15_30_32-47-multidom.pdb,0.0
multidomains,m7n2_15_30_50-77-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-129-multidom.pdb,0.0
multidomains,m2n2_15_30_50-110-multidom.pdb,0.05
multidomains,m2n5_15_30_32-87-multidom.pdb,0.0
multidomains,m2n5_15_30_32-76-multidom.pdb,0.12015089
multidomains,m2n3_15_30_40-16-wormdom.pdb,0.0
multidomains,m7n2_15_30_50-71-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_35-92-multidom.pdb,0.17392857
multidomains,m2n2_15_30_50-7-multidom.pdb,0.05
multidomains,m7n2_15_30_50-94-multidom_far_.pdb,0.0
multidomains,m5n2_15_30_50-24-multidom.pdb,0.0
multidomains,m2n5_15_30_32-48-multidom.pdb,0.24553551
onions,m1n3_15_30_50-61-oni.pdb,0.11166667
multidomains,m2n4_15_30_32-29-multidom.pdb,0.0
multidomains,m2n3_15_30_45-99-multidom_wormcoiled_.pdb,0.0
multidomains,m2n5_15_30_32-109-multidom.pdb,0.0
multidomains,m2n5_15_30_35-100-multidom.pdb,0.17392857
multidomains,m2n2_15_30_40-69-multidom.pdb,0.03
onions,m1n3_15_30_50-6-oni.pdb,0.21678571
multidomains,m7n2_15_30_50-122-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-52-multidom_wormcoiled_.pdb,0.05
micelles,m2n3_15_30_45-19-connected-micelles.pdb,0.0
micelles,m2n2_15_30_100-7-micelle.pdb,0.05461538
multidomains,m2n2_15_30_40-94-multidom.pdb,0.0
multidomains,m7n2_15_30_50-112-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_40-53-multidom.pdb,0.0
multidomains,m7n2_15_30_50-110-multidom_far_.pdb,0.0
multidomains,m5n2_15_30_50-44-multidom.pdb,0.0
micelles,m5n2_15_30_100-13-neckl.pdb,0.0
multidomains,m5n2_15_30_50-100-multidom.pdb,0.0
multidomains,m2n2_15_30_40-23-multidom.pdb,0.05
multidomains,m2n3_15_30_45-9-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n4_15_30_32-21-multidom.pdb,0.0
multidomains,m2n3_15_30_35-35-multidom.pdb,0.0
micelles,m2n3_15_30_50-2-micelle.pdb,0.05461538
micelles,m5n2_15_30_100-4-neckl.pdb,0.0
multidomains,m2n5_15_30_32-25-multidom.pdb,0.02350427
multidomains,m2n2_15_30_50-56-multidom.pdb,0.07848422
multidomains,m2n2_15_30_40-134-multidom.pdb,0.0
multidomains,m2n3_15_30_35-21-multidom.pdb,0.0
multidomains,m2n2_15_30_45-9-multidom.pdb,0.05833333
multidomains,m2n3_15_30_45-33-multidom_wormcoiled_.pdb,0.03
multidomains,m2n3_15_30_45-102-multidom_wormcoiled_.pdb,0.0
multidomains,m2n5_15_30_32-35-multidom.pdb,0.07015089
multidomains,m2n5_15_30_32-142-multidom.pdb,0.0
multidomains,m2n2_15_30_40-115-multidom.pdb,0.06833333
multidomains,m2n4_15_30_32-32-multidom.pdb,0.0
multidomains,m2n3_15_30_45-7-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n2_15_30_40-127-multidom.pdb,0.0
multidomains,m2n2_15_30_40-56-multidom.pdb,0.03
multidomains,m5n2_15_30_50-25-multidom.pdb,0.0
multidomains,m2n5_15_30_32-106-multidom.pdb,0.16929375
multidomains,m2n3_15_30_35-59-multidom.pdb,0.07350427
multidomains,m2n2_15_30_50-146-multidom.pdb,0.05833333
multidomains,m2n5_15_30_35-51-multidom.pdb,0.08929375
multidomains,m5n2_15_30_50-40-multidom.pdb,0.0
multidomains,m2n5_15_30_32-21-multidom.pdb,0.12848422
multidomains,m2n4_15_30_32-97-multidom.pdb,0.0
multidomains,m2n4_15_30_32-26-multidom.pdb,0.0
multidomains,m2n3_15_30_35-27-multidom.pdb,0.0
multidomains,m2n2_15_30_50-96-multidom.pdb,0.08183761
multidomains,m7n2_15_30_50-135-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-69-multidom.pdb,0.0
multidomains,m2n5_15_30_32-116-multidom.pdb,0.0
multidomains,m7n2_15_30_50-87-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-46-multidom.pdb,0.0
multidomains,m2n3_15_30_45-124-multidom_wormcoiled_.pdb,0.0
multidomains,m7n2_15_30_50-120-multidom_far_.pdb,0.0
multidomains,m7n2_15_30_50-14-multidom_far_.pdb,0.0
multidomains,m2n4_15_30_32-120-multidom.pdb,0.0
multidomains,m2n3_15_30_35-29-multidom.pdb,0.03
multidomains,m2n5_15_30_35-46-multidom.pdb,0.18061905
multidomains,m7n2_15_30_50-6-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_35-11-multidom.pdb,0.04929375
onions,m1n3_15_30_50-75-oni.pdb,0.15
multidomains,m2n4_15_30_32-80-multidom.pdb,0.0
onions,m1n3_15_30_50-45-oni.pdb,0.11571429
multidomains,m2n3_15_30_35-78-multidom.pdb,0.05
multidomains,m2n3_15_30_35-39-multidom.pdb,0.0
multidomains,m2n2_15_30_50-130-multidom.pdb,0.06294872
multidomains,m2n5_15_30_32-143-multidom.pdb,0.0
multidomains,m2n5_15_30_35-56-multidom.pdb,0.24553551
onions,m1n3_15_30_50-66-oni.pdb,0.05
multidomains,m2n3_15_30_35-96-multidom.pdb,0.0
multidomains,m7n2_15_30_50-149-multidom_far_.pdb,0.0
onions,m1n3_15_30_50-46-oni.pdb,0.12571429
multidomains,m2n2_15_30_50-38-multidom.pdb,0.08183761
multidomains,m7n2_15_30_50-99-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-61-multidom_wormcoiled_.pdb,0.0
onions,m1n3_15_30_50-25-oni.pdb,0.02
multidomains,m5n2_15_30_50-134-multidom.pdb,0.0
multidomains,m2n2_15_30_50-18-multidom.pdb,0.06294872
multidomains,m2n5_15_30_35-29-multidom.pdb,0.01350427
micelles,m3n3_15_30_50-2-micelle.pdb,0.03
multidomains,m2n2_15_30_50-76-multidom.pdb,0.06294872
multidomains,m2n3_15_30_45-2-multidom_wormcoiled_.pdb,0.00461538
multidomains,m2n5_15_30_32-26-multidom.pdb,0.12929375
multidomains,m2n4_15_30_32-38-multidom.pdb,0.0
multidomains,m7n2_15_30_50-89-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-68-multidom.pdb,0.0
micelles,m5n2_15_30_100-7-micelle.pdb,0.00461538
multidomains,m2n3_15_30_45-5-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n2_15_30_50-122-multidom.pdb,0.08183761
multidomains,m5n2_15_30_50-129-multidom.pdb,0.0
multidomains,m2n3_15_30_35-69-multidom.pdb,0.0
multidomains,m5n2_15_30_50-29-multidom.pdb,0.0
multidomains,m7n2_15_30_50-102-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-139-multidom.pdb,0.0
multidomains,m2n2_15_30_40-10-multidom.pdb,0.0
multidomains,m2n4_15_30_32-55-multidom.pdb,0.0
multidomains,m2n2_15_30_40-150-multidom.pdb,0.03
multidomains,m2n3_15_30_35-63-multidom.pdb,0.05
multidomains,m2n5_15_30_32-32-multidom.pdb,0.07929375
multidomains,m2n2_15_30_50-118-multidom.pdb,0.05833333
multidomains,m2n3_15_30_35-57-multidom.pdb,0.0
multidomains,m2n2_15_30_50-87-multidom.pdb,0.05461538
multidomains,m2n2_15_30_40-137-multidom.pdb,0.0
multidomains,m5n2_15_30_50-77-multidom.pdb,0.0
multidomains,m2n5_15_30_35-99-multidom.pdb,0.30085714
onions,m1n3_15_30_50-7-oni.pdb,0.22392857
multidomains,m7n2_15_30_50-26-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-2-multidom.pdb,0.0
multidomains,m2n4_15_30_32-108-multidom.pdb,0.0
micelles,m5n2_15_30_100-35-micelle.pdb,0.0
multidomains,m2n3_15_30_45-26-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n4_15_30_32-7-multidom.pdb,0.0
multidomains,m5n2_15_30_50-66-multidom.pdb,0.0
multidomains,m2n5_15_30_35-83-multidom.pdb,0.29085714
multidomains,m2n3_15_30_35-76-multidom.pdb,0.03
multidomains,m2n4_15_30_32-11-multidom.pdb,0.0
multidomains,m2n4_15_30_32-107-multidom.pdb,0.0
multidomains,m2n4_15_30_32-37-multidom.pdb,0.0
multidomains,m2n2_15_30_50-61-multidom.pdb,0.08269475
multidomains,m2n5_15_30_32-111-multidom.pdb,0.02
multidomains,m5n2_15_30_50-1-multidom.pdb,0.0
multidomains,m2n3_15_30_45-117-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n5_15_30_32-27-multidom.pdb,0.0
multidomains,m2n3_15_30_45-131-multidom_wormcoiled_.pdb,0.0
multidomains,m2n2_15_30_40-68-multidom.pdb,0.0
multidomains,m7n2_15_30_50-114-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-50-multidom.pdb,0.05
multidomains,m2n5_15_30_32-36-multidom.pdb,0.09015089
multidomains,m2n3_15_30_35-26-multidom.pdb,0.05
multidomains,m2n5_15_30_32-125-multidom.pdb,0.0
multidomains,m5n2_15_30_50-93-multidom.pdb,0.0
multidomains,m7n2_15_30_50-145-multidom_far_.pdb,0.0
multidomains,m2n5_15_30_32-31-multidom.pdb,0.0
multidomains,m7n2_15_30_50-92-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-130-multidom_wormcoiled_.pdb,0.0
micelles,m2n3_15_30_50-13-micelle.pdb,0.0
multidomains,m2n2_15_30_50-28-multidom.pdb,0.07183761
multidomains,m2n4_15_30_32-139-multidom.pdb,0.0
multidomains,m2n2_15_30_50-144-multidom.pdb,0.05
multidomains,m2n2_15_30_50-47-multidom.pdb,0.08183761
multidomains,m7n2_15_30_50-49-multidom_far_.pdb,0.0
multidomains,m2n2_15_30_40-102-multidom.pdb,0.0
multidomains,m2n2_15_30_50-86-multidom.pdb,0.05
multidomains,m2n2_15_30_40-51-multidom.pdb,0.06833333
multidomains,m2n3_15_30_35-24-multidom.pdb,0.03
multidomains,m7n2_15_30_50-27-multidom_far_.pdb,0.0
multidomains,m2n3_15_30_45-111-multidom_wormcoiled_.pdb,0.01
multidomains,m2n5_15_30_32-80-multidom.pdb,0.05
multidomains,m2n5_15_30_32-23-multidom.pdb,0.05
multidomains,m2n2_15_30_50-94-multidom.pdb,0.08183761
multidomains,m2n2_15_30_40-59-multidom.pdb,0.06833333
multidomains,m2n3_15_30_45-116-multidom_wormcoiled_.pdb,0.00461538
onions,m1n3_15_30_50-21-oni.pdb,0.0
multidomains,m3n2_15_30_50-1-multidom.pdb,0.0
multidomains,m2n5_15_30_35-66-multidom.pdb,0.18928571
multidomains,m2n4_15_30_32-56-multidom.pdb,0.0
onions,m1n3_15_30_50-73-oni.pdb,0.0
multidomains,m2n3_15_30_45-65-multidom_wormcoiled_.pdb,0.0
multidomains,m2n2_15_30_40-145-multidom.pdb,0.0
multidomains,m2n3_15_30_45-142-multidom_wormcoiled_.pdb,0.05461538
onions,m1n3_15_30_50-64-oni.pdb,0.0
multidomains,m5n2_15_30_50-64-multidom.pdb,0.0
multidomains,m5n2_15_30_50-63-multidom.pdb,0.0
multidomains,m2n2_15_30_40-120-multidom.pdb,0.0
multidomains,m2n3_15_30_45-6-multidom_wormcoiled_.pdb,0.05461538
multidomains,m2n5_15_30_35-1-multidom.pdb,0.07929375
multidomains,m2n4_15_30_32-118-multidom.pdb,0.0
multidomains,m2n3_15_30_40-15-wormdom.pdb,0.02
multidomains,m2n2_15_30_40-79-multidom.pdb,0.03
micelles,m5n2_15_30_100-5-neckl.pdb,0.0
cylinders,m2n5_15_30_40-19-cylinder.pdb,0.0
multidomains,m5n2_15_30_50-112-multidom.pdb,0.0
multidomains,m2n2_15_30_50-138-multidom.pdb,0.07183761
micelles,m5n2_15_30_100-1-micelle.pdb,0.02461538
multidomains,m2n2_15_30_50-66-multidom.pdb,0.06294872
multidomains,m2n2_15_30_40-3-multidom.pdb,0.0
cylinders,m2n2_15_30_100-16-cylinder_short.pdb,0.05
multidomains,m5n2_15_30_50-5-multidom.pdb,0.0
multidomains,m2n3_15_30_40-7-wormdom.pdb,0.01
multidomains,m2n2_15_30_50-46-multidom.pdb,0.08183761
multidomains,m2n2_15_30_40-81-multidom.pdb,0.0
multidomains,m2n3_15_30_35-1-multidom.pdb,0.0
multidomains,m2n3_15_30_45-1-multidom_wormcoiled_.pdb,0.05461538
multidomains,m5n2_15_30_50-80-multidom.pdb,0.0
cylinders,m2n5_15_30_40-6-cylinder.pdb,0.0
multidomains,m5n2_15_30_50-2-multidom.pdb,0.0
